TABLE,SCHEMA_OWNER,CREATION_MIGRATION,MIGRATION_LINEAGE,MIGRATION_ORDER,CURRENT_BOOTSTRAP_INCLUDED,RUNTIME_PRINCIPAL,RUNTIME_PRIVILEGES,RLS_REQUIRED,ACTIVE_RUNTIME_REFERENCE,ACTIVE_RUNTIME_READERS,ACTIVE_RUNTIME_WRITERS,CREATION_LINEAGE_CLASS,CANONICAL_REQUIREMENT,DISPOSITION,STORAGE_AUTHORITY_DOMAIN,DRIZZLE_PROJECTION,DJANGO_MODEL,CREATION_EVIDENCE_FILES
data_aggregation_consent,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT,true,true,3,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/marketing,domains/marketing.dataAggregationConsent,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql
data_classification_policy,DJANGO_OWNED,apps/union-eyes/backend/compliance/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,false,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/compliance/employer-interference,domains/compliance/employer-interference.dataClassificationPolicy|employer-non-interference-schema.dataClassificationPolicy,apps/union-eyes/backend/compliance/models.py,apps/union-eyes/backend/compliance/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
data_quality_warnings,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0104_dedup_and_quality_warnings.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT,true,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,ingestion-schema,ingestion-schema.dataQualityWarnings,,apps/union-eyes/db/migrations/0104_dedup_and_quality_warnings.sql
data_subject_access_requests,DJANGO_OWNED,apps/union-eyes/backend/compliance/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,mixed,SELECT|INSERT|UPDATE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/compliance/provincial-privacy,domains/compliance/provincial-privacy.dataSubjectAccessRequests|provincial-privacy-schema.dataSubjectAccessRequests,apps/union-eyes/backend/compliance/models.py,apps/union-eyes/backend/compliance/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
deadline_audit_events,PLATFORM_SQL_OWNED,migrations/0045_union_eyes_deadline_engine.sql,ROOT_SQL,60,false,mixed,SELECT|INSERT,true,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,deadline-engine-schema,deadline-engine-schema.deadlineAuditEvents,,migrations/0045_union_eyes_deadline_engine.sql
deadline_reminders,PLATFORM_SQL_OWNED,migrations/0045_union_eyes_deadline_engine.sql,ROOT_SQL,60,false,mixed,SELECT|INSERT|UPDATE|DELETE,true,true,3,2,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,deadline-engine-schema,deadline-engine-schema.deadlineReminders,,migrations/0045_union_eyes_deadline_engine.sql
defensibility_packs,DJANGO_OWNED,apps/union-eyes/backend/grievances/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,defensibility-packs-schema,defensibility-packs-schema.defensibilityPacks|domains/infrastructure/defensibility.defensibilityPacks,apps/union-eyes/backend/grievances/models.py,apps/union-eyes/backend/grievances/migrations/0001_initial.py|apps/union-eyes/db/migrations/0061_add_defensibility_packs.sql|apps/union-eyes/db/migrations/20260507_fixup_pre_0008_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
dispatch_assignments,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT,true,true,0,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/dispatch/dispatch,domains/dispatch/dispatch.dispatchAssignments,,apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql|scripts/stub-migration.sql
dispatch_requests,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/dispatch/dispatch,domains/dispatch/dispatch.dispatchRequests,,apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql|scripts/stub-migration.sql
dispatch_rules,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT,true,true,1,0,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/dispatch/dispatch,domains/dispatch/dispatch.dispatchRules,,apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql|scripts/stub-migration.sql
document_access_grants,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT,true,true,5,0,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,documents-schema,documents-schema.documentAccessGrants,,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql
document_folders,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,2,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,documents-schema,documents-schema.documentFolders,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
document_links,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,0,3,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,documents-schema,documents-schema.documentLinks,,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql
document_signers,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/documents/signatures,domains/documents/signatures.documentSigners|e-signature-schema.documentSigners,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations/0006_flat_stepford_cuckoos.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
document_versions,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,5,5,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,documents-schema,documents-schema.documentVersions,,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql
documents,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,16,9,DJANGO_CANONICAL_LINEAGE,REQUIRED,,documents-schema,documents-schema.documents,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|packages/db/drizzle/0000_initial.sql|tooling/sql/union-eyes-qa-baseline.sql|scripts/migrate-console-tables.sql
domain_events,DJANGO_OWNED,apps/union-eyes/backend/services/migrations/0001_enterprise_hardening.py,DJANGO_MIGRATIONS,10,false,mixed,SELECT|INSERT,true,false,0,0,DJANGO_CANONICAL_LINEAGE,EXCLUDED_BY_SCOPE_DISPOSITION,,undeclared,,apps/union-eyes/backend/services/events/models.py,apps/union-eyes/backend/services/migrations/0001_enterprise_hardening.py
donation_campaigns,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,cms-website-schema,cms-website-schema.donationCampaigns|domains/infrastructure/cms.donationCampaigns,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
dues_assignments,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0083_data_source_tables.sql,UNION_EYES_LEGACY_SQL,20,false,mixed,SELECT,true,true,1,0,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/dues-assignments,domains/finance/dues-assignments.duesAssignments,,apps/union-eyes/db/migrations/0083_data_source_tables.sql
dues_rates,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,dues-finance-schema,dues-finance-schema.duesRates,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py
dues_transactions,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,14,11,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/finance/dues,domains/finance/dues.duesTransactions|dues-transactions-schema.duesTransactions,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
duplicate_group_members,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0104_dedup_and_quality_warnings.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,ingestion-schema,ingestion-schema.duplicateGroupMembers,,apps/union-eyes/db/migrations/0104_dedup_and_quality_warnings.sql
duplicate_groups,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0104_dedup_and_quality_warnings.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,true,true,2,2,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,ingestion-schema,ingestion-schema.duplicateGroups,,apps/union-eyes/db/migrations/0104_dedup_and_quality_warnings.sql
employer_communications,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/communications/employer-communications,domains/communications/employer-communications.employerCommunications,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
employer_contacts,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/communications/employer-communications,domains/communications/employer-communications.employerContacts,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
employer_execution_artifacts,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,mixed,SELECT|INSERT,true,true,9,4,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-artifacts,domains/employer-execution/employer-artifacts.employerExecutionArtifacts,,
employer_execution_compliance_events,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,mixed,SELECT|INSERT,true,true,7,5,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-compliance,domains/employer-execution/employer-compliance.employerExecutionComplianceEvents,,
employer_execution_evidence_links,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT,true,true,0,3,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-artifacts,domains/employer-execution/employer-artifacts.employerExecutionEvidenceLinks,,
employer_execution_profiles,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT,true,true,3,0,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-runtime-profile,domains/employer-execution/employer-runtime-profile.employerExecutionProfiles,,
employer_execution_replays,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,mixed,SELECT|INSERT,true,true,2,2,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-artifacts,domains/employer-execution/employer-artifacts.employerExecutionReplays,,
employer_payroll_run_items,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE,true,true,6,2,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-payroll-runs,domains/employer-execution/employer-payroll-runs.employerPayrollRunItems,,
employer_payroll_runs,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE,true,true,8,4,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-payroll-runs,domains/employer-execution/employer-payroll-runs.employerPayrollRuns,,
employer_remittance_run_items,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-remittance-runs,domains/employer-execution/employer-remittance-runs.employerRemittanceRunItems,,
employer_remittance_runs,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE,true,true,5,3,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-remittance-runs,domains/employer-execution/employer-remittance-runs.employerRemittanceRuns,,
employer_remittances,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,7,4,DJANGO_CANONICAL_LINEAGE,REQUIRED,,dues-finance-schema,dues-finance-schema.employerRemittances,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
employer_reports,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT,true,true,1,0,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/compliance/employer-compliance,domains/compliance/employer-compliance.employerReports,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/create-compliance-tables.sql|scripts/stub-migration.sql
employer_risk_scores,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/ml/employer-risk-scores,domains/ml/employer-risk-scores.employerRiskScores,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
employer_timesheet_batches,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE,true,true,4,3,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-timesheets,domains/employer-execution/employer-timesheets.employerTimesheetBatches,,
employer_timesheet_entries,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE,true,true,5,2,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-timesheets,domains/employer-execution/employer-timesheets.employerTimesheetEntries,,
employers,DJANGO_OWNED,apps/union-eyes/backend/unions/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,4,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,union-structure-schema,union-structure-schema.employers,apps/union-eyes/backend/unions/models.py,apps/union-eyes/backend/unions/migrations/0001_initial.py|apps/union-eyes/db/migrations/0019_lonely_stephen_strange.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/create-compliance-tables.sql
entitlement_usage_log,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0085_monetization_infrastructure_layer.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,0,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/contracts,domains/finance/contracts.entitlementUsageLog,,apps/union-eyes/db/migrations/0085_monetization_infrastructure_layer.sql
erp_invoices,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/erp,domains/infrastructure/erp.erpInvoices,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
evidence_packs,DJANGO_OWNED,apps/union-eyes/backend/services/migrations/0001_enterprise_hardening.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,false,0,0,DJANGO_CANONICAL_LINEAGE,EXCLUDED_BY_SCOPE_DISPOSITION,,undeclared,,apps/union-eyes/backend/services/evidence_pack/models.py,apps/union-eyes/backend/services/migrations/0001_enterprise_hardening.py|packages/db/drizzle/0000_initial.sql|scripts/migrate-console-tables.sql
exit_interview_documents,DJANGO_OWNED,apps/union-eyes/backend/exit_interviews/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,2,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/exit-interviews,domains/infrastructure/exit-interviews.exitInterviewDocuments,apps/union-eyes/backend/exit_interviews/models.py,apps/union-eyes/backend/exit_interviews/migrations/0001_initial.py|apps/union-eyes/db/migrations/0042_perpetual_karen_page.sql
exit_interview_events,DJANGO_OWNED,apps/union-eyes/backend/exit_interviews/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,3,8,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/exit-interviews,domains/infrastructure/exit-interviews.exitInterviewEvents,apps/union-eyes/backend/exit_interviews/models.py,apps/union-eyes/backend/exit_interviews/migrations/0001_initial.py|apps/union-eyes/db/migrations/0042_perpetual_karen_page.sql
exit_interviews,DJANGO_OWNED,apps/union-eyes/backend/exit_interviews/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,22,8,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/exit-interviews,domains/infrastructure/exit-interviews.exitInterviews,apps/union-eyes/backend/exit_interviews/models.py,apps/union-eyes/backend/exit_interviews/migrations/0001_initial.py|apps/union-eyes/db/migrations/0042_perpetual_karen_page.sql
