TABLE,SCHEMA_OWNER,CREATION_MIGRATION,MIGRATION_LINEAGE,MIGRATION_ORDER,CURRENT_BOOTSTRAP_INCLUDED,RUNTIME_PRINCIPAL,RUNTIME_PRIVILEGES,RLS_REQUIRED,ACTIVE_RUNTIME_REFERENCE,ACTIVE_RUNTIME_READERS,ACTIVE_RUNTIME_WRITERS,CREATION_LINEAGE_CLASS,CANONICAL_REQUIREMENT,DISPOSITION,STORAGE_AUTHORITY_DOMAIN,DRIZZLE_PROJECTION,DJANGO_MODEL,CREATION_EVIDENCE_FILES
board_packets,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,4,3,DJANGO_CANONICAL_LINEAGE,REQUIRED,,board-packet-schema,board-packet-schema.boardPackets,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql
break_policies,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/member/member-breaks,domains/member/member-breaks.breakPolicies,,
budget_pool,DJANGO_OWNED,apps/union-eyes/backend/unions/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT,true,true,2,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,award-templates-schema,award-templates-schema.budgetPool|domains/infrastructure/awards.budgetPool,apps/union-eyes/backend/unions/models.py,apps/union-eyes/backend/unions/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_pre_0008_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
calendar_events,DJANGO_OWNED,apps/union-eyes/backend/unions/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,6,5,DJANGO_CANONICAL_LINEAGE,REQUIRED,,calendar-schema,calendar-schema.calendarEvents|domains/scheduling/calendar.calendarEvents,apps/union-eyes/backend/unions/models.py,apps/union-eyes/backend/unions/migrations/0001_initial.py|apps/union-eyes/db/migrations/0000_flippant_luke_cage.sql|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations/20260324_add_remaining_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
calendars,DJANGO_OWNED,apps/union-eyes/backend/unions/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,7,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,calendar-schema,calendar-schema.calendars|domains/scheduling/calendar.calendars,apps/union-eyes/backend/unions/models.py,apps/union-eyes/backend/unions/migrations/0001_initial.py|apps/union-eyes/db/migrations/0000_flippant_luke_cage.sql|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations/20260324_add_remaining_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
campaigns,DJANGO_OWNED,apps/union-eyes/backend/notifications/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,mixed,SELECT|INSERT|UPDATE|DELETE,true,true,6,5,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/communications/campaigns,domains/communications/campaigns.campaigns,apps/union-eyes/backend/notifications/models.py,apps/union-eyes/backend/notifications/migrations/0001_initial.py|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
case_documents,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0098_predeployment_hardening.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT,true,true,1,0,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,documents-schema,documents-schema.caseDocuments,,apps/union-eyes/db/migrations/0098_predeployment_hardening.sql
case_studies,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,false,true,1,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/marketing,domains/marketing.caseStudies,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql
cba_clauses,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,5,3,DJANGO_CANONICAL_LINEAGE,REQUIRED,,cba-clauses-schema,cba-clauses-schema.cbaClause|domains/agreements/clauses.cbaClause,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations/manual/cba_intelligence_manual.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
cba_intel_agreements,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,3,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/extraction,domains/cba-intelligence/extraction.cbaIntelAgreements,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_benchmark_snapshots,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,false,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/benchmarks,domains/cba-intelligence/benchmarks.cbaIntelBenchmarkSnapshots,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_clauses,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,3,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/extraction,domains/cba-intelligence/extraction.cbaIntelClauses,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_documents,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,3,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/documents,domains/cba-intelligence/documents.cbaIntelDocuments,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_extraction_runs,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/extraction,domains/cba-intelligence/extraction.cbaIntelExtractionRuns,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_findings,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,2,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/extraction,domains/cba-intelligence/extraction.cbaIntelFindings,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_ingestion_jobs,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,2,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/ingestion,domains/cba-intelligence/ingestion.cbaIntelIngestionJobs,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_review_decisions,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,false,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/review,domains/cba-intelligence/review.cbaIntelReviewDecisions,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_sources,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,4,2,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/source-registry,domains/cba-intelligence/source-registry.cbaIntelSources,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_intel_wage_adjustments,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE,false,true,3,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/cba-intelligence/extraction,domains/cba-intelligence/extraction.cbaIntelWageAdjustments,,apps/union-eyes/db/migrations/20260401_cba_intelligence_public_sources.sql
cba_rule_set_items,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT,true,true,3,0,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-execution-core,domains/employer-execution/employer-execution-core.cbaRuleSetItems,,
cba_rule_versions,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT,true,true,5,0,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/employer-execution/employer-execution-core,domains/employer-execution/employer-execution-core.cbaRuleVersions,,
chargeback_statements,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT,true,true,2,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/allocation,domains/finance/allocation.chargebackStatements,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
chart_of_accounts,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,4,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,clc-sync-audit-schema,clc-sync-audit-schema.chartOfAccounts|domains/finance/accounting.chartOfAccounts|domains/financial/chart-of-accounts.chartOfAccounts|domains/infrastructure/clc-audit.chartOfAccounts|domains/infrastructure/erp.chartOfAccounts,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/1770880372830_consolidate_chart_of_accounts_fixed.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
chat_messages,DJANGO_OWNED,apps/union-eyes/backend/ai_core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,2,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,ai-chatbot-schema,ai-chatbot-schema.chatMessages|domains/ml/chatbot.chatMessages,apps/union-eyes/backend/ai_core/models.py,apps/union-eyes/backend/ai_core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0006_flat_stepford_cuckoos.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
chat_sessions,DJANGO_OWNED,apps/union-eyes/backend/ai_core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,ai-chatbot-schema,ai-chatbot-schema.chatSessions|domains/ml/chatbot.chatSessions,apps/union-eyes/backend/ai_core/models.py,apps/union-eyes/backend/ai_core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0006_flat_stepford_cuckoos.sql|apps/union-eyes/db/migrations/20260324_add_remaining_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
claim_deadlines,DJANGO_OWNED,apps/union-eyes/backend/grievances/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,2,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,deadlines-schema,deadlines-schema.deadlines|domains/claims/deadlines.deadlines,apps/union-eyes/backend/grievances/models.py,apps/union-eyes/backend/grievances/migrations/0001_initial.py|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations/0083_data_source_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
claim_updates,DJANGO_OWNED,apps/union-eyes/backend/grievances/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,12,6,DJANGO_CANONICAL_LINEAGE,REQUIRED,,claims-schema,claims-schema.claimUpdates,apps/union-eyes/backend/grievances/models.py,apps/union-eyes/backend/grievances/migrations/0001_initial.py|apps/union-eyes/db/migrations/0000_flippant_luke_cage.sql|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations/20260508_fixup_post_0019_align_modern_schema.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|tooling/sql/union-eyes-qa-baseline.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
claims,DJANGO_OWNED,apps/union-eyes/backend/grievances/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,44,16,DJANGO_CANONICAL_LINEAGE,REQUIRED,,claims-schema,claims-schema.claims,apps/union-eyes/backend/grievances/models.py,apps/union-eyes/backend/grievances/migrations/0001_initial.py|apps/union-eyes/db/migrations/0000_flippant_luke_cage.sql|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations/0083_data_source_tables.sql|apps/union-eyes/db/migrations/20260508_fixup_post_0019_align_modern_schema.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|tooling/sql/union-eyes-qa-baseline.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
clause_comparisons,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,cba-clauses-schema,cba-clauses-schema.clauseComparisons|domains/agreements/clauses.clauseComparisons,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations/manual/cba_intelligence_manual.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
clause_embeddings,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT,true,true,1,0,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/agreements/clause-embeddings,domains/agreements/clause-embeddings.clauseEmbeddings,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
clause_library_tags,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|DELETE,true,true,3,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/agreements/shared-library,domains/agreements/shared-library.clauseLibraryTags|shared-clause-library-schema.clauseLibraryTags,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
clc_remittance_mapping,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,clc-sync-schema,clc-sync-schema.clcRemittanceMapping|domains/infrastructure/clc-sync.clcRemittanceMapping,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
clc_sync_log,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,clc-partnership-schema,clc-partnership-schema.clcSyncLog|clc-per-capita-schema.clcSyncLog|clc-sync-schema.clcSyncLog|domains/infrastructure/clc-partnership.clcSyncLog|domains/infrastructure/clc-per-capita.clcSyncLog|domains/infrastructure/clc-sync.clcSyncLog,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0002_true_selene.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
